SSID,ZS_CHS,ZS_R,ZS_log_Tr1K,ZS_log_Tr2K,PMStep,Form_Method,ZS_log_CSArea,ZS_log_StrainRate,ZS_log_PO_MW,ZS_log_FCVm,ZS_FCCED,ZS_log_Fchi,ZS_SS_TPSA_norm,ZS_SS_MolLogP_norm,ZS_HS_BertzCT,ZS_SS_VSA_EState8,ZS_SS_PEOE_VSA8,ZS_log_HS_NumNHCO_norm,ZS_FC_NumHAcceptors_norm,ZS_FC_RingCount_norm,logEB,logYM,logTS
SS741,-1.532955876,0.590965263,-1.839926054,-1.558152882,2,2,-0.714413455,-0.412943092,0.794428143,1.669149491,-2.247636158,1.805474193,-0.758018924,-0.972672647,-0.781869435,1.833398824,-1.406136978,1.580217419,-0.525573712,-0.151119833,0.962179853,0.741939078,0.779596491
SS742,-1.577859066,0.590965263,-1.839926054,-1.558152882,2,2,-0.714413455,-0.412943092,1.737176536,2.40909537,-2.346560099,1.857408285,-0.796156872,-0.990409518,-0.475924899,2.002612753,-1.406136978,1.126548671,-0.997588718,-0.101315979,0.911477217,0.563481085,0.67669361
SS743,-1.539370618,0.590965263,-1.839926054,-1.558152882,2,2,-0.714413455,-0.412943092,2.288648993,2.668741096,-2.364246167,1.870489845,-0.808872598,-0.99632324,-0.288338468,2.063179047,-1.406136978,0.881652897,-1.35509366,-0.032574571,1.002166062,0.245512668,0.722633923
SS744,-1.558614842,0.590965263,-1.839926054,-1.558152882,2,2,-0.714413455,-0.412943092,2.679924929,2.882516918,-2.385454912,1.925444149,-0.815231039,-0.999280369,-0.207944284,2.094307876,-1.406136978,0.783080678,-1.535972394,0.012323637,0.900913068,0.158362492,0.617000341
SS745,-1.590688548,0.590965263,-1.839926054,-1.558152882,2,2,-0.714413455,-0.412943092,2.983422123,3.06687938,-2.404899008,1.983082545,-0.819046287,-1.001054732,-0.161047676,2.113264911,-1.406136978,0.727185135,-1.646865506,0.040435669,1.10720997,0.012837225,0.583198774
SS746,-1.571444324,0.590965263,-1.839926054,-1.558152882,2,2,-0.714413455,-0.412943092,3.231397386,3.117061206,-2.405177205,1.985646784,-0.821589864,-1.002237677,-0.107451553,2.126021683,-1.406136978,0.664677772,-1.778414576,0.073898476,0.932118472,-0.004364805,0.525044807
SS748,-1.590688548,0.590965263,-1.839926054,-1.558152882,2,2,-0.714413455,-0.412943092,3.731539283,3.304847524,-2.420904044,2.041505763,-0.825503178,-1.004057647,-0.042689571,2.145835816,-1.406136978,0.591012626,-1.956393493,0.12449815,0.773054693,-0.214670165,0.281033367
SS749,-1.584273807,0.590965263,-1.839926054,-1.558152882,2,2,-0.714413455,-0.412943092,3.970767902,3.34513233,-2.42221877,2.050129274,-0.826923368,-1.004718138,-0.01589151,2.153083545,-1.406136978,0.561103614,-2.041609306,0.15197325,0.726727209,-0.244125144,0.281033367
SS751,-1.244292516,0.495562134,-0.039636162,0.656754849,2,4,1.321718137,-1.595323368,0.099655013,0.623587311,-0.696451578,0.719451305,-0.535808143,0.164949617,-1.2482025,0.043517431,1.080555438,0.417109409,0.264765099,-0.727586275,0.671172843,1.738780558,1.068185862
SS752,-1.225048292,0.495562134,-0.039636162,0.656754849,2,4,1.321718137,-1.595323368,0.099655013,0.621710642,-0.696880304,0.667321338,-0.535808143,0.164949617,-1.234614623,0.043517431,1.080555438,0.37448122,0.219176828,-0.743889805,0.720985744,1.44870632,1.037426498
SS753,-1.276366223,0.495562134,-0.039636162,0.656754849,2,4,1.321718137,-1.595323368,0.099655013,0.623940671,-0.768250539,0.454188858,-0.535808143,0.164949617,-1.252305601,0.043517431,1.080555438,0.51736083,0.364025264,-0.67942635,0.845718018,1.788168371,1.167317335
SS754,-1.257121999,0.495562134,-0.039636162,0.656754849,2,4,1.321718137,-1.595323368,0.099655013,0.622012205,-0.768970889,0.398284794,-0.535808143,0.164949617,-1.238717723,0.043517431,1.080555438,0.47314791,0.315720365,-0.697060068,0.820857989,1.620136055,1.096910013
SS768,1.655170566,1.926609075,1.368377509,1.106032015,1,3,0.754153633,0.627556623,-0.904926684,-0.997216581,0.84247539,-1.060732685,0.925136167,0.676394395,0.732149568,-0.834294412,-1.013315389,-1.396083323,-0.037182795,0.847057904,0.397940009,2.307496038,1.511883361
SS773,-0.955629156,1.926609075,-0.345089502,-1.558152882,2,2,-0.466484703,1.247613315,0.099655013,0.435601152,-0.644623696,0.117163514,-0.535808143,0.164949617,-1.358571855,0.043517431,1.080555438,0.322565698,1.492885604,-2.066042155,0.859738566,1.419625361,1.217483944
SS786,0.045070491,0.35245744,-1.149485666,-0.711524416,2,2,-1.236621747,-0.293492223,0.924059369,-0.700175295,0.586429766,-4.718114054,0.485103655,-0.520037862,-0.737546941,-0.682928454,-1.219955089,-0.070307136,-0.226871522,0.023688253,0.718501689,2.322219295,1.641474111
SS829,0.301660145,-0.45846916,1.368377509,1.106032015,1,3,-1.353684961,0.00749993,0.794428143,-0.213259022,0.650636159,-0.23147238,0.727346621,0.248804634,0.300634334,-0.79146464,-0.015883569,-0.311470706,-0.670446006,1.064301824,0.84509804,2.054995862,1.746634199
SS868,2.469842715,1.926609075,0.109860603,0.060955803,1,3,0.754153633,0.627556623,-0.699792708,-0.703500738,0.327393129,-1.11936549,-0.360023101,0.004447753,0.820918874,-0.097645705,0.952921356,-1.660855714,-0.83823652,-0.574614094,0.50242712,2.449786847,1.23299611
SS869,1.180479707,1.926609075,0.109860603,0.060955803,1,3,0.754153633,0.627556623,-0.699792708,-0.407092976,-0.004010078,-0.963188843,-0.360023101,0.004447753,0.232417321,-0.097645705,0.952921356,-1.19829597,-0.35371196,-0.934449248,0.503790683,1.993876915,1.10720997
SS872,2.469842715,1.926609075,1.499440141,1.214866817,1,3,0.754153633,0.627556623,-0.699792708,-0.703500738,0.327393129,-1.11936549,-0.360023101,0.004447753,0.820918874,-0.097645705,0.952921356,-1.660855714,-0.83823652,-0.574614094,0.421603927,2.227115083,1.220108088
SS873,1.180479707,1.926609075,1.499440141,1.214866817,1,3,0.754153633,0.627556623,-0.699792708,-0.407092976,-0.004010078,-0.963188843,-0.360023101,0.004447753,0.232417321,-0.097645705,0.952921356,-1.19829597,-0.35371196,-0.934449248,0.562292864,1.714413592,1.1430148
SS874,0.186194801,1.926609075,1.499440141,1.214866817,1,3,0.754153633,0.627556623,-0.699792708,-0.22037685,-0.199297492,-0.831604624,-0.360023101,0.004447753,-0.362151257,-0.097645705,0.952921356,-0.634439613,0.045352313,-1.263509456,0.733999287,1.494015375,1.089905111
SS875,-0.615647866,1.926609075,1.499440141,1.214866817,1,3,0.754153633,0.627556623,-0.699792708,-0.084399744,-0.340173642,-0.684216191,-0.360023101,0.004447753,-0.950652809,-0.097645705,0.952921356,0.069097767,0.420263835,-1.612702978,0.763427994,1.409087369,1.025305865
SS877,0.994452208,1.926609075,1.499440141,1.214866817,1,3,0.754153633,0.627556623,-0.699792708,-0.5138306,0.10685243,-0.694006356,-0.360023101,0.004447753,0.02796938,-0.097645705,0.952921356,-0.880081908,0.025399486,-0.794919266,0.612783857,1.818225894,1.139879086
SS878,0.03865575,1.926609075,1.499440141,1.214866817,1,3,0.754153633,0.627556623,-0.699792708,-0.279579939,-0.14462768,-0.596434277,-0.360023101,0.004447753,-0.498217293,-0.097645705,0.952921356,-0.376797745,0.320630852,-1.186177703,0.703291378,1.657055853,0.963787827
SS879,-0.692624762,1.926609075,1.499440141,1.214866817,1,3,0.754153633,0.627556623,-0.699792708,-0.110698501,-0.317790223,-0.522383208,-0.360023101,0.004447753,-1.019034715,-0.097645705,0.952921356,0.233930328,0.579520325,-1.585715354,0.829303773,1.413299764,0.851258349
SS882,-0.012662181,1.926609075,1.499440141,1.214866817,1,3,0.754153633,0.627556623,-0.699792708,-0.299712592,-0.125605056,-0.514428248,-0.360023101,0.004447753,-0.543249522,-0.097645705,0.952921356,-0.285203398,0.424452637,-1.156909229,0.837588438,1.491361694,0.908485019
SS883,-0.718283727,1.926609075,1.499440141,1.214866817,1,3,0.754153633,0.627556623,-0.699792708,-0.119752053,-0.310076601,-0.466853695,-0.360023101,0.004447753,-1.041666296,-0.097645705,0.952921356,0.291167437,0.636615059,-1.575884574,0.761175813,1.484299839,0.763427994
SS884,0.147706353,0.781771522,0.257283837,1.106032015,2,3,1.524290677,1.818927453,-0.699792708,-0.502429915,0.159679574,-0.05953821,-0.360023101,0.004447753,0.153370103,-0.097645705,0.952921356,-0.146754241,-0.271318324,0.470892627,0.666517981,1.017033339,1.741151599
SS885,0.532590833,1.020279346,0.257283837,1.106032015,2,3,1.524290677,1.818927453,-0.699792708,-0.686494426,0.312098095,-0.139353676,-0.360023101,0.004447753,0.195362641,-0.097645705,0.952921356,-0.194746877,-0.382937919,0.621224651,0.550228353,1.439332694,1.626340367
SS886,0.853327899,1.16338404,0.257283837,1.106032015,2,3,1.524290677,1.818927453,-0.699792708,-0.837998387,0.450928672,-0.203988126,-0.360023101,0.004447753,0.225120472,-0.097645705,0.952921356,-0.228252039,-0.464526429,0.732271753,0.574031268,1.574031268,1.705007959
SS887,0.962378502,1.258787169,0.257283837,1.106032015,2,3,1.524290677,1.818927453,-0.699792708,-0.889406467,0.501526037,-0.225629075,-0.360023101,0.004447753,0.233487606,-0.097645705,0.952921356,-0.23759909,-0.491809918,0.768752168,0.57054294,1.698970004,1.772321707
SS888,-0.769601658,0.781771522,0.257283837,1.106032015,2,3,1.524290677,1.818927453,0.242955685,0.515834552,-0.530260832,0.480788225,-0.557772199,0.185004065,0.153370103,0.062210277,1.097456765,-0.146754241,-0.340279902,0.470923507,0.683047038,0.812913357,1.633468456
SS889,-0.468108815,1.020279346,0.257283837,1.106032015,2,3,1.524290677,1.818927453,0.242955685,0.291895316,-0.423553455,0.385622535,-0.557772199,0.185004065,0.19572015,0.062210277,1.097456765,-0.195151861,-0.441564573,0.621170229,0.668385917,0.944482672,1.670245853
SS890,-0.198689679,1.16338404,0.257283837,1.106032015,2,3,1.524290677,1.818927453,0.242955685,0.103179289,-0.321665841,0.306591973,-0.557772199,0.185004065,0.225120472,0.062210277,1.097456765,-0.228252039,-0.516446368,0.73297842,0.679427897,0.977723605,1.682145076
SS932,-1.0710945,-0.45846916,-0.983662572,-0.84710912,1,3,-0.721379452,0.00749993,-0.521581374,0.335491349,-1.504757812,1.337820227,-0.633665,-0.914839187,-0.054182586,1.385074922,-1.406136978,2.011304979,-0.263451303,-0.056155984,0.783188691,1.527629901,1.053078443
SS933,-1.430320015,-0.45846916,-0.983662572,-0.84710912,1,3,-0.721379452,0.00749993,0.076795678,1.013737126,-1.86907058,1.626242295,-0.705036622,-0.948032091,-0.054182586,1.625248434,-1.406136978,2.011304979,-0.232889402,-0.0548579,0.868644438,1.281033367,1.021189299
SS934,-1.622762255,-0.45846916,-0.983662572,-0.84710912,1,3,-0.721379452,0.00749993,0.502218137,1.5124158,-2.059160694,1.833972444,-0.739742831,-0.964172958,-0.054182586,1.75832256,-1.406136978,2.011304979,-0.219280976,-0.052582742,0.924795996,0.854913022,0.924279286
SS935,-1.815204495,-0.45846916,-0.983662572,-0.84710912,1,3,-0.721379452,0.00749993,1.068595932,2.194976625,-2.245495043,2.114466063,-0.771942347,-0.979148034,-0.054182586,1.893122452,-1.406136978,2.011304979,-0.204618857,-0.053185505,0.954242509,0.710117365,0.599883072
SS939,-0.833749071,-0.45846916,-0.983662572,-0.84710912,1,3,-0.721379452,0.00749993,-0.84309338,-0.01214766,-1.256380532,1.185997336,-0.580224698,-0.889985628,-0.054182586,1.229630706,-1.406136978,2.011304979,-0.284527631,-0.05965834,0.633468456,1.910090546,1.220108088
SS940,-1.379002084,-0.45846916,-0.983662572,-0.84710912,1,3,-0.721379452,0.00749993,-0.509702709,0.3121597,-1.662763873,1.605856755,-0.635408077,-0.915649842,-0.684844991,1.39046849,-1.406136978,2.86711974,0.389033805,-0.727933248,0.758154622,1.596597096,1.053078443
SS936,-1.032606052,-0.45846916,-0.983662572,-0.84710912,1,3,-0.721379452,0.00749993,-0.509702709,0.252829492,-1.822156197,1.504967755,-0.635408077,-0.915649842,-0.967222693,1.39046849,-1.406136978,1.896994344,-0.339030924,-0.130786406,0.600972896,2.042969073,1.204119983
SS937,-1.667665444,-0.45846916,-0.983662572,-0.84710912,1,3,-0.721379452,0.00749993,0.671129279,1.675508491,-2.275853223,2.097619965,-0.750782628,-0.969307252,-0.967222693,1.803235188,-1.406136978,1.896994344,-0.282797763,-0.137369024,0.960946196,0.748188027,0.910624405
SS938,-1.808789753,-0.45846916,-0.983662572,-0.84710912,1,3,-0.721379452,0.00749993,1.094293563,2.201059477,-2.369201858,2.312199949,-0.773109291,-0.979690746,-0.967222693,1.898231821,-1.406136978,1.896994344,-0.269361227,-0.141679152,0.994317153,0.69019608,0.686636269
SS946,-0.307740282,-2.700442701,-0.659581224,-0.459514176,2,3,-0.092639521,-0.900677431,0.433045684,0.25311073,-1.750279861,0.701636088,-0.920109305,-0.722917836,-0.748849962,1.703535897,-1.313396351,-0.340510176,-0.815634563,0.633815584,0.544068044,1.155336037,1.041392685
SS947,0.128462129,-2.700442701,-0.659581224,-0.459514176,2,3,-0.092639521,-0.900677431,0.433045684,-0.076520619,-1.587805109,0.571061433,-0.920109305,-0.722917836,-0.723195859,1.703535897,-1.313396351,-0.376851694,-0.890184875,0.78352779,0.491361694,1.545307116,1.214843848
SS948,0.551835057,-3.60677243,-0.659581224,-0.459514176,2,3,-0.092639521,-0.900677431,0.433045684,-0.380755081,-1.408007679,0.450311203,-0.920109305,-0.722917836,-0.705107156,1.703535897,-1.313396351,-0.402187804,-0.947243,0.898460827,0.403120521,1.805500858,1.245512668
SS952,-0.301325541,-0.45846916,-1.947472112,-1.647459452,2,3,-0.218555952,-0.498203072,-0.84309338,-0.436547705,-1.397447041,1.622173822,-1.167851272,-0.776933956,-0.906050112,1.256903228,-1.406136978,0.603217684,-0.799534526,0.177656171,0.462397998,2.146128036,1.056904851
SS953,0.019411526,-0.45846916,-1.947472112,-1.647459452,2,3,-0.218555952,-0.498203072,-0.84309338,-0.626388122,-1.15283435,1.539711817,-1.167851272,-0.776933956,-0.877055016,1.256903228,-1.406136978,0.836746426,-0.988867686,0.358717999,0.301029996,2.431363764,1.161368002
SS954,-1.199389327,-0.45846916,-1.947472112,-1.647459452,2,3,-0.218555952,-0.498203072,0.546452879,1.024885567,-2.019630712,1.922985178,-0.74276762,-0.965579701,-0.879088209,1.770497995,-1.406136978,1.795371165,-0.836677,0.344980431,0.243038049,1.181843588,0.748188027
SS955,-0.750357434,-0.45846916,-1.947472112,-1.647459452,2,3,-0.218555952,-0.498203072,0.546452879,0.570093698,-1.753817323,1.769476321,-0.74276762,-0.965579701,-0.834534768,1.770497995,-1.406136978,1.745406094,-1.22124273,0.679170652,0.041392685,1.491361694,0.944482672
SS956,-0.301325541,-0.45846916,-1.947472112,-1.647459452,2,3,-0.218555952,-0.498203072,0.546452879,0.164686429,-1.451065719,1.620819937,-0.74276762,-0.965579701,-0.809208259,1.770497995,-1.406136978,1.717406519,-1.489259887,0.911648111,0.041392685,1.62324929,1.079181246
SS957,-1.135241914,-0.45846916,-1.947472112,-1.647459452,2,3,-0.218555952,-0.498203072,0.546452879,1.042212146,-2.019111438,1.710345462,-0.74276762,-0.965579701,-0.782021637,1.770497995,-1.406136978,1.603813004,-0.978817279,0.184708115,0.397940009,1.301029996,0.77815125
SS960,-0.942799674,-0.45846916,-1.947472112,-1.647459452,2,3,-0.218555952,-0.498203072,0.546452879,0.870437107,-1.919453442,1.632364764,-0.74276762,-0.965579701,-0.761499322,1.770497995,-1.406136978,1.540348896,-1.180144555,0.281789105,0.290034611,1.278753601,0.908485019
SS961,-1.135241914,-0.45846916,-1.947472112,-1.647459452,2,3,-0.218555952,-0.498203072,0.882206884,1.224476912,-2.048926787,1.765782423,-0.76278541,-0.974889404,-0.72982607,1.853590597,-1.406136978,1.526580251,-1.221486179,0.304622493,0.423245874,1.214843848,0.986771734
SS962,-0.68621002,-0.45846916,-1.947472112,-1.647459452,2,3,-0.218555952,-0.498203072,0.882206884,0.792922393,-1.819905532,1.568864371,-0.76278541,-0.974889404,-0.657777546,1.853590597,-1.406136978,1.423444964,-1.624469349,0.503225517,0.311753861,1.342422681,1.120573931
SS963,-0.301325541,-0.45846916,-1.947472112,-1.647459452,2,3,-0.218555952,-0.498203072,0.882206884,0.460545979,-1.600784871,1.42529479,-0.76278541,-0.974889404,-0.619749347,1.853590597,-1.406136978,1.370543003,-1.871852142,0.627321665,0.230448921,1.537819095,1.252853031
SS964,0.083558939,-0.45846916,-1.947472112,-1.647459452,2,3,-0.218555952,-0.498203072,0.882206884,0.151619245,-1.356078219,1.295164522,-0.76278541,-0.974889404,-0.593465151,1.853590597,-1.406136978,1.334569601,-2.06200732,0.724238591,0.176091259,1.72427587,1.342422681
SS983,-0.622062607,-0.45846916,-1.947472112,-1.647459452,2,2,-0.218555952,-0.498203072,-0.84309338,-0.246922963,-1.619074155,1.709516685,-1.167851272,-0.776933956,-0.944238776,1.256903228,-1.406136978,0.251058905,-0.588343677,-0.024718078,0.602059991,1.748188027,0.832508913
SS984,-0.622062607,-0.45846916,-1.947472112,-1.647459452,2,2,-0.218555952,-0.498203072,0.546452879,0.428080981,-1.70742843,1.968468049,-0.954455645,-0.924864373,-0.825783199,1.787665531,-1.406136978,1.194968998,-1.32856901,0.753388696,0.423245874,1.260071388,0.934498451
SS987,-0.942799674,-0.45846916,-1.947472112,-1.647459452,2,2,-0.218555952,-0.498203072,0.546452879,0.740738275,-1.910345881,2.09700087,-0.954455645,-0.924864373,-0.850093112,1.787665531,-1.406136978,1.03284566,-1.100636737,0.551712742,0.380211242,0.986771734,0.72427587
SS988,-0.622062607,-0.45846916,-1.947472112,-1.647459452,2,2,-0.218555952,-0.498203072,0.546452879,0.428080981,-1.70742843,1.968468049,-0.954455645,-0.924864373,-0.825783199,1.787665531,-1.406136978,1.194968998,-1.32856901,0.753388696,0.423245874,1.260071388,0.939519253
SS989,-0.622062607,-0.45846916,-1.947472112,-1.647459452,2,2,-0.218555952,-0.498203072,0.546452879,0.5818108,-1.785342099,1.688885088,-0.954455645,-0.924864373,-0.714063516,1.787665531,-1.406136978,0.859731476,-1.479664252,0.416901519,0.447158031,1.212187604,1
SS990,-0.622062607,-0.45846916,-1.947472112,-1.647459452,2,2,-0.218555952,-0.498203072,0.546452879,0.581991101,-1.792435602,1.678539404,-0.954455645,-0.924864373,-0.68667152,1.787665531,-1.406136978,0.859731476,-1.479664252,0.416901519,0.414973348,1.305351369,0.903089987
SS994,-0.660551055,-0.267662901,-1.947472112,-1.647459452,2,2,-0.218555952,-0.498203072,0.232716502,0.229819456,-0.271962163,1.00695756,1.44629986,-2.951840456,-0.734673735,-0.383593936,-0.967546667,1.533661734,0.504717442,0.294331588,1.120573931,0.633468456,1.404833717
SS995,-0.660551055,-0.267662901,-1.947472112,-1.647459452,2,2,-0.218555952,-0.498203072,0.232716502,0.229819456,-0.271962163,1.00695756,1.44629986,-2.951840456,-0.734673735,-0.383593936,-0.967546667,1.533661734,0.504717442,0.294331588,1.096910013,0.62324929,1.394451681
SS996,-0.660551055,-0.267662901,-1.947472112,-1.647459452,2,2,-0.218555952,-0.498203072,0.232716502,0.22963804,-0.26466582,1.018765395,1.44629986,-2.951840456,-0.757378969,-0.383593936,-0.967546667,1.533661734,0.504717442,0.294331588,1.122215878,0.62324929,1.411619706
SS1000,0.660885659,-1.412500454,-1.947472112,-1.647459452,2,2,-0.218555952,-0.498203072,0.242955685,-0.524730274,-0.034482268,0.791885207,0.124582254,-1.008863344,-0.600857062,0.569690371,-0.917152021,1.344638501,-1.6081327,0.690032117,0.556302501,2.158362492,1.591064607
SS998,0.019411526,-0.267662901,-2.771260934,-1.647459452,2,2,-0.218555952,-0.498203072,0.242955685,-0.091999855,-0.582296009,0.37229949,0.124582254,-1.008863344,-0.657229846,0.569690371,-0.917152021,1.716639975,-0.998943606,-0.57597416,0.77815125,1.977723605,1.496929648
SS999,0.654470918,0.304755875,-1.947472112,-1.647459452,2,2,-0.218555952,-0.498203072,0.242955685,-0.444929812,0.100890462,0.76208532,-0.307589057,0.101007761,-0.603605102,-0.083587258,0.64674754,1.348391254,-1.894533269,0.692471143,0.662757832,2.136720567,1.727541257
SS1002,-1.411075791,-0.45846916,-1.839926054,-1.558152882,1,2,-1.38752736,0.2071136,-0.570161482,0.188574957,-0.549575679,1.510228929,0.05807213,-0.114911881,-1.013393717,-0.273432154,0.289298868,3.059059691,1.054233352,-0.646135721,0.710963119,1.880813592,1.330413773
SS1004,-1.282780964,-0.45846916,-0.659581224,-0.577990997,1,2,-1.38752736,0.2071136,-0.734227419,0.008548451,-0.444950779,-0.47303341,-0.349877718,-0.004815567,-1.545221388,-0.105361914,0.945944667,1.031769657,0.864240346,-2.066042155,1.158362492,1.397940009,1.418301291
SS1005,-1.372587343,-0.45846916,-2.771260934,-2.331536159,1,2,-1.38752736,0.2071136,-0.570161482,0.237041065,-0.709272851,0.814141655,0.05807213,-0.114911881,-1.545221388,-0.273432154,0.289298868,2.947069024,0.94918288,-2.066042155,0.880241776,2.079181246,1.392696953
SS1006,-1.289195706,-0.45846916,-0.659581224,-0.577990997,1,2,-1.38752736,0.2071136,-0.734227419,-0.11198741,-0.389461057,0.720982771,-0.349877718,-0.004815567,-1.418457905,-0.105361914,0.945944667,1.059069118,0.886182428,-0.702164318,1.056904851,1.698970004,1.276461804
SS1007,-1.385416826,-0.45846916,-1.839926054,-1.558152882,1,2,-1.38752736,0.2071136,-0.570161482,0.137635552,-0.681888129,1.863656729,0.05807213,-0.114911881,-1.418457905,-0.273432154,0.289298868,2.974638127,0.977527193,-0.685296327,0.924795996,1.843855423,1.330413773
SS1010,-1.039020794,-0.45846916,-1.839926054,-1.558152882,1,2,-1.38752736,0.2071136,-0.570161482,0.237629143,-0.438457988,1.020679347,0.05807213,-0.114911881,-0.054182586,-0.273432154,0.289298868,2.011304979,0.21724814,-0.058510702,0.798995734,1.662757832,1.243038049
SS1008,-1.346928378,-0.45846916,-1.839926054,-1.558152882,1,2,-1.38752736,0.2071136,-0.570161482,0.1958587,-0.548918641,1.335787072,0.05807213,-0.114911881,-0.684844991,-0.273432154,0.289298868,2.86711974,0.878195764,-0.729020985,0.857633985,1.714916248,1.08278537
SS1022,1.225382896,-0.45846916,1.047072094,0.839219035,1,3,-0.786120456,-1.595323368,-0.953219275,-1.392781146,1.073358589,-1.229655967,1.037827078,-0.317021121,-0.753860646,-0.944554032,-0.350677489,-0.333355123,-0.339486708,0.632361281,0.517195898,1.910624405,1.711807229
SS1023,1.712903238,-0.45846916,1.047072094,0.839219035,1,3,-0.786120456,-1.595323368,-0.953219275,-1.628723617,1.223027911,-1.321440689,1.037827078,-0.317021121,-0.726950118,-0.944554032,-0.350677489,-0.371563604,-0.512886952,0.784342038,0.307496038,2.605305046,1.722633923
SS1030,1.475557808,-0.45846916,1.047072094,0.839219035,1,3,-0.786120456,-1.595323368,0.242955685,-1.207477078,0.810288628,-0.873066177,0.786698425,0.140640728,-0.686904688,-0.825103437,-0.089448855,-0.427447644,-0.877000776,1.050120812,0.517195898,2.294466226,1.648360011
SS1012,1.167650224,-0.45846916,0.919449097,0.733240515,1,3,-0.786120456,-1.595323368,-0.953219275,-1.177992447,1.451186419,-0.891112513,1.037827078,-0.317021121,0.229160422,-0.944554032,-0.350677489,-0.232769131,-0.224484498,0.733590345,0.716003344,1.819543936,1.63447727
SS1013,1.655170566,-0.45846916,0.919449097,0.733240515,1,3,-0.786120456,-1.595323368,-0.953219275,-1.378873764,1.63426961,-0.978239926,1.037827078,-0.317021121,0.264897378,-0.944554032,-0.350677489,-0.272404061,-0.387815577,0.88834647,0.450249108,2.230448921,1.625312451
