SSID,ZS_CHS,ZS_R,ZS_log_Tr1K,ZS_log_Tr2K,PMStep,Form_Method,ZS_log_CSArea,ZS_log_StrainRate,ZS_log_PO_MW,ZS_log_FCVm,ZS_FCCED,ZS_log_Fchi,ZS_SS_TPSA_norm,ZS_SS_MolLogP_norm,ZS_HS_BertzCT,ZS_SS_VSA_EState8,ZS_SS_PEOE_VSA8,ZS_log_HS_NumNHCO_norm,ZS_FC_NumHAcceptors_norm,ZS_FC_RingCount_norm,logEB,logYM,logTS
SS1289,0.42354023,-1.412500454,0.109860603,0.423238831,2,4,1.073789386,0.627556623,-0.699792708,-0.74472859,0.462876246,-0.158182431,0.315994218,-1.173324372,0.159830309,-0.176363514,1.006375069,-0.119704356,0.235081165,0.660700625,0.802773725,1.57054294,1.23299611
SS1290,0.410710747,-0.45846916,0.109860603,0.423238831,2,4,1.073789386,0.627556623,-0.699792708,-0.738482889,0.458906638,-0.155906709,0.315994218,-1.173324372,0.156378069,-0.176363514,1.006375069,-0.116241846,0.23533723,0.658290573,0.887054378,1.517195898,1.385606274
SS1292,0.603152987,-2.843547395,0.109860603,0.423238831,2,4,1.073789386,0.627556623,-0.699792708,-0.832203725,0.5405721,-0.191944294,0.315994218,-1.173324372,0.178231664,-0.176363514,1.006375069,-0.138086579,0.163242852,0.729964682,0.725911632,1.73479983,1.204119983
SS1293,0.596738246,-1.412500454,0.109860603,0.423238831,2,4,1.073789386,0.627556623,-0.699792708,-0.829116587,0.539856169,-0.190930997,0.315994218,-1.173324372,0.174582227,-0.176363514,1.006375069,-0.134450782,0.15831212,0.731502117,0.815577748,1.717670503,1.348304863
SS1294,0.590323505,-0.45846916,0.109860603,0.423238831,2,4,1.073789386,0.627556623,-0.699792708,-0.826016474,0.538436067,-0.189853097,0.315994218,-1.173324372,0.171948165,-0.176363514,1.006375069,-0.131823547,0.155878105,0.731712037,0.890421019,1.712649702,1.445604203
SS1301,-0.801675364,-0.45846916,0.109860603,0.884251738,2,4,0.754153633,2.266897347,-0.699792708,-0.212673365,-0.224142241,0.29787941,-0.360023101,0.004447753,-0.003209511,-0.097645705,0.952921356,0.39522502,0.331784408,0.426666847,0.753583059,1.761175813,1.525044807
SS1302,-0.526482961,-0.45846916,0.109860603,0.884251738,2,4,0.754153633,2.266897347,-0.699792708,-0.36740927,-0.137947029,0.200666603,-0.360023101,0.004447753,0.052345982,-0.097645705,0.952921356,0.316533852,0.253144664,0.589418606,0.704150517,1.887786035,1.494154594
SS1303,-0.280156894,-0.45846916,0.109860603,0.884251738,2,4,0.754153633,2.266897347,-0.699792708,-0.502662449,-0.054727925,0.125122577,-0.360023101,0.004447753,0.09199278,-0.097645705,0.952921356,0.261734374,0.189552593,0.720580431,0.682145076,2.168850904,1.421603927
SS1304,-1.425188222,-0.45846916,0.109860603,0.884251738,2,4,0.754153633,2.266897347,0.242955685,0.920066971,-0.78525625,0.863164611,-0.557772199,0.185004065,-0.003209511,0.062210277,1.097456765,0.39522502,0.238263641,0.426024086,0.90579588,1.009025742,1.372912003
SS1305,-1.246216939,-0.45846916,0.109860603,0.884251738,2,4,0.754153633,2.266897347,0.242955685,0.744907925,-0.732654437,0.760642522,-0.557772199,0.185004065,0.052345982,0.062210277,1.097456765,0.316533852,0.169097962,0.589668055,0.890979597,1.103803721,1.44870632
SS1306,-1.07879219,-0.45846916,0.109860603,0.884251738,2,4,0.754153633,2.266897347,0.242955685,0.590679593,-0.681058005,0.679290536,-0.557772199,0.185004065,0.09199278,0.062210277,1.097456765,0.261734374,0.1135291,0.720880186,0.755874856,1.719331287,1.605305046
SS1307,-1.668948392,-0.45846916,0.109860603,0.884251738,2,4,0.754153633,2.266897347,0.794428143,1.599663091,-0.982725127,1.170374643,-0.623652278,0.245156371,-0.003209511,0.119798193,1.149525464,0.39522502,0.207068315,0.425854767,0.914871818,1.109578547,1.230448921
SS1308,-1.538087669,-0.45846916,0.109860603,0.884251738,2,4,0.754153633,2.266897347,0.794428143,1.417916604,-0.945456531,1.066080829,-0.623652278,0.245156371,0.052345982,0.119798193,1.149525464,0.316533852,0.141563978,0.58896866,0.870403905,0.972665592,1.542825427
SS1309,-1.413000213,-0.45846916,0.109860603,0.884251738,2,4,0.754153633,2.266897347,0.794428143,1.256782911,-0.908517029,0.982504642,-0.623652278,0.245156371,0.09199278,0.119798193,1.149525464,0.261734374,0.088571459,0.72035385,0.839478047,1.265289626,1.56937391
SS1452,-1.065962707,-0.45846916,0.109860603,0.884251738,2,3,0.754153633,2.266897347,0.242955685,0.800102734,-0.645913977,0.523455747,-0.557772199,0.185004065,0.453066643,0.062210277,1.097456765,-0.193224363,-0.296644322,0.155094798,0.847572659,1.209515015,1.437750563
SS1453,-0.709944563,-0.45846916,0.109860603,0.884251738,2,3,0.754153633,2.266897347,0.242955685,0.522931042,-0.534609627,0.408214062,-0.557772199,0.185004065,0.528043592,0.062210277,1.097456765,-0.272404061,-0.453987276,0.362704786,0.799340549,1.469822016,1.477121255
SS1454,-0.399471083,-0.45846916,0.109860603,0.884251738,2,3,0.754153633,2.266897347,0.242955685,0.299092582,-0.428488708,0.316450674,-0.557772199,0.185004065,0.573047763,0.062210277,1.097456765,-0.318848882,-0.564919559,0.508744851,0.796574333,1.699837726,1.583198774
SS1455,0.225966197,-0.45846916,0.109860603,0.884251738,2,3,0.754153633,2.266897347,-0.699792708,-0.483996461,0.141784294,-0.135514709,-0.360023101,0.004447753,0.528043592,-0.097645705,0.952921356,-0.272404061,-0.385100563,0.36245633,0.720985744,1.682145076,1.519827994
SS1456,-1.128827172,-0.45846916,0.109860603,0.884251738,2,3,0.754153633,2.266897347,0.794428143,1.156109367,-0.797538255,0.705442365,-0.623652278,0.245156371,0.528043592,0.119798193,1.149525464,-0.272404061,-0.476842458,0.362689097,0.836956737,1.08278537,1.537819095
SS124,-1.366172602,-0.45846916,-0.983662572,-0.577990997,2,2,-2.157664405,0.2071136,0.269889207,0.715076926,-0.6936895,0.874354744,-0.561648,0.188542895,-0.887964441,0.065534642,1.100462523,0.857339442,0.787802621,-0.405627205,1.158362492,0.989004616,1.215901813
SS127,-1.01977657,-0.45846916,-0.983662572,-0.577990997,2,2,-2.157664405,0.2071136,0.269889207,0.369786316,-0.560837882,0.691831905,-0.561648,0.188542895,-0.830831735,0.065534642,1.100462523,0.736666711,0.754481037,-0.253830146,1.017033339,1.328379603,1.310693312
SS134,-0.718283727,1.926609075,0.827342413,0.656754849,1,1,-0.218555952,-1.595323368,0.240914006,0.441710227,-0.273348435,0.347023487,-0.412190959,2.109170318,0.15853739,-0.56608629,-1.141718442,-0.152705667,-0.541289397,0.50164699,0.626340367,1.340444115,1.530199698
SS135,-0.68621002,1.926609075,0.827342413,0.656754849,1,1,-0.218555952,-1.595323368,0.209218282,0.373457326,-0.185411602,0.288753036,-0.169446001,1.866842785,0.15853739,-0.577917548,-1.152486715,-0.152705667,-0.365825604,0.505391062,0.583198774,1.29666519,1.542825427
SS136,-0.692624762,1.926609075,0.827342413,0.656754849,1,1,-0.218555952,-1.595323368,0.216171765,0.346897156,-0.105836319,0.24395406,0.11093447,1.58960778,0.15853739,-0.59038804,-1.169772908,-0.152705667,-0.157660984,0.505062826,0.689308859,1.217483944,1.525044807
SS137,-0.699039503,1.926609075,0.827342413,0.656754849,1,1,-0.218555952,-1.595323368,0.22377976,0.313544623,-0.007197746,0.187454879,0.440803634,1.26340119,0.15853739,-0.613592765,-1.187423448,-0.152705667,0.086803952,0.505138964,0.652246341,1.209515015,1.5132176
SS138,-0.692624762,1.926609075,0.827342413,0.656754849,1,1,-0.218555952,-1.595323368,0.21408945,0.253337987,0.126640715,0.105289039,0.835461265,0.871974486,0.15853739,-0.655345997,-1.203126864,-0.152705667,0.380408467,0.503732305,0.671172843,1.214843848,1.582063363
SS140,-0.68621002,1.926609075,0.827342413,0.656754849,1,1,-0.218555952,-1.595323368,0.209915232,0.099489642,0.525195348,-0.146007601,1.908165031,-0.190590234,0.15853739,-0.833009591,-1.238034497,-0.152705667,1.17082882,0.505836185,0.723455672,1.385606274,1.403120521
SS930,-0.102468559,-0.935484807,-0.039636162,-0.063186759,2,2,-2.91892803,-1.595323368,-1.091068643,-1.110750664,1.008268079,-1.10164026,0.974440885,-0.029699758,-1.504169637,-0.993291643,-0.018169777,1.028759419,1.386059989,-2.066042155,0.979092901,2.42143939,1.584331224
SS168,-0.49376778,-0.935484807,-0.039636162,-0.063186759,2,2,-2.91892803,-1.595323368,-0.699792708,-0.702629089,0.726962788,-0.80961241,0.882952686,0.09405639,-1.504169637,-0.937983689,0.01512871,1.028759419,1.344488971,-2.066042155,0.971739591,2.173186268,1.567026366
SS169,-1.01977657,-0.935484807,-0.039636162,0.423238831,2,2,-2.91892803,-1.595323368,-0.060541509,-1.68E-05,0.372944258,-0.396001382,0.780066624,0.233230436,-1.504169637,-0.866156246,0.058372855,1.028759419,1.295821491,-2.066042155,1.049218023,1.810232518,1.635483747
SS170,-1.180145103,-0.935484807,-0.039636162,-0.063186759,2,2,-2.91892803,-1.595323368,0.173191756,0.268664513,0.271343988,-0.255584369,0.752998058,0.269846104,-1.504169637,-0.845259928,0.070953608,1.028759419,1.283532127,-2.066042155,1.049218023,1.737192643,1.700703717
SS171,-1.302025188,-0.935484807,-0.039636162,-0.063186759,2,2,-2.91892803,-1.595323368,0.372586911,0.500258654,0.195458062,-0.139471803,0.733313584,0.296473305,-1.504169637,-0.829476222,0.080456283,1.028759419,1.274252237,-2.066042155,1.089905111,1.478566496,1.599883072
SS172,-1.475223204,-0.935484807,-0.039636162,-0.577990997,2,2,-2.91892803,-1.595323368,0.700591046,0.885139471,0.0896303,0.045682976,0.706601307,0.332607021,-1.504169637,-0.807216686,0.093857771,1.028759419,1.261008573,-2.066042155,1.071882007,1.5289167,1.658011397
SS175,-0.765752813,-0.45846916,0.109860603,-1.558152882,2,2,-1.804186252,-0.612556762,-0.396295514,-0.394406452,0.783069551,-0.105438331,0.922872951,0.058452055,-1.505136183,-0.944554976,-0.199273078,2.149851457,0.565673799,-2.066042155,1.133538908,1.73239376,1.675778342
SS191,0.622397211,1.926609075,-0.19126562,-0.013320012,2,2,-0.466484703,2.266897347,-0.699792708,-0.481122555,0.66179071,0.329914292,-0.360023101,0.004447753,1.97207367,-0.097645705,0.952921356,0.227902114,0.333768191,0.890371026,0.822168079,1.664641976,1.588831726
SS216,0.462028678,0.495562134,-0.659581224,-0.577990997,2,2,-0.466484703,-0.775653006,1.555560698,0.446857087,0.423523942,0.094035258,0.660899948,0.028771942,1.48746108,0.911347758,0.118247094,0.240196682,-0.523848363,0.058528469,0.912753304,1.146128036,1.418301291
SS218,0.609567729,0.495562134,-0.659581224,-0.577990997,2,2,-0.466484703,-0.775653006,1.555560698,0.508234538,0.346574718,-0.125533416,0.660899948,0.028771942,1.690001643,0.911347758,0.118247094,-0.010417937,-0.89198312,-0.1269905,0.941014244,1.579783597,1.511883361
SS221,0.340148593,0.734069957,3.070712847,2.519656383,1,3,1.974791969,-0.240856293,0.242955685,-0.424787735,0.986120425,-0.493234845,1.042552233,-0.624021505,0.267911629,-0.77853409,1.21456938,-0.275720871,-0.189792523,0.912530995,1.283301229,0.982271233,1.499687083
SS222,0.789180486,0.734069957,3.070712847,2.519656383,1,3,1.974791969,-0.240856293,0.242955685,-0.690452301,1.142805474,-0.603292238,1.042552233,-0.624021505,0.292025634,-0.77853409,1.21456938,-0.302111001,-0.361158115,1.031633764,1.195899652,1.158362492,1.71432976
SS226,0.340148593,0.734069957,3.070712847,2.519656383,1,3,1.974791969,-0.240856293,-0.699792708,-0.755905494,1.263390796,-0.770570384,1.166075542,-0.767486262,0.176622894,-0.934410865,0.890966955,-0.173433881,0.366652166,0.546783494,1.294466226,1.100370545,1.540329475
SS227,0.789180486,0.734069957,3.070712847,2.519656383,1,3,1.974791969,-0.240856293,-0.699792708,-0.958081551,1.396728053,-0.861100182,1.166075542,-0.767486262,0.220544833,-0.934410865,0.890966955,-0.223126929,0.127279066,0.709460926,1.206825876,1.451632947,1.69019608
SS250,0.205439025,-0.45846916,-0.039636162,-0.063186759,2,2,-0.714413455,-0.518306227,-1.56328965,-1.084174398,1.495228729,-1.220555814,1.281023495,-0.760227103,0.153132892,-1.033934966,-0.546146246,-0.156682923,0.627762433,-0.100836605,0.802089258,1.273001272,1.285557309
SS251,0.614058047,-0.45846916,-0.039636162,-0.063186759,2,2,-0.714413455,-0.518306227,-1.56328965,-1.156168908,1.489180881,-1.425254325,1.281023495,-0.760227103,0.36044837,-1.033934966,-0.546146246,-0.394359126,0.328512405,-0.10742415,0.764922985,1.273464273,1.390935107
SS273,0.378637041,-0.45846916,0.257283837,0.183376499,2,2,0.303652341,0.827170292,-0.904926684,-0.709970808,0.37596365,-1.654555528,0.925136167,0.676394395,-0.262573362,-0.834294412,-1.013315389,-0.379349369,0.263031153,-1.039275114,0.832508913,1.428134794,1.298853076
SS288,-0.301325541,1.449593428,-0.039636162,0.656754849,2,3,0.595158164,0.00749993,-0.396295514,-0.296054005,0.972657923,-0.51132168,1.116661785,-0.71009521,0.139041669,-0.878841102,1.006330581,-0.130183134,0.555302823,0.408986182,0.781036939,1.070037867,1.691965103
SS289,0.340148593,0.972577781,-0.039636162,0.656754849,2,3,0.595158164,0.00749993,-0.396295514,-0.632038678,1.151037964,-0.662382024,1.116661785,-0.71009521,0.21506136,-0.878841102,1.006330581,-0.216972241,0.173541567,0.670618831,0.781036939,1.530199698,1.691965103
SS290,0.981622726,0.972577781,-0.039636162,0.656754849,2,3,0.595158164,0.00749993,-0.396295514,-0.951109911,1.360364922,-0.799199617,1.116661785,-0.71009521,0.263387196,-0.878841102,1.006330581,-0.270740772,-0.131966369,0.880223304,0.77480883,1.645422269,1.883093359
SS292,0.340148593,0.972577781,-0.039636162,0.656754849,2,3,0.595158164,0.00749993,-0.497926892,-0.606296774,0.918296632,-0.500232207,0.520275804,0.059541871,0.200391016,-0.793553981,0.893070124,-0.200437469,-0.144227471,0.633692984,0.693726949,1.356025857,1.771587481
SS293,0.981622726,0.972577781,-0.039636162,0.656754849,2,3,0.595158164,0.00749993,-0.497926892,-0.921620966,1.142867194,-0.635574317,0.520275804,0.059541871,0.25303166,-0.793553981,0.893070124,-0.25930793,-0.364527239,0.848235899,0.707570176,1.675778342,1.877946952
SS383,-0.352643471,1.926609075,-0.50117226,-1.558152882,2,2,-0.218555952,-0.576039336,0.263205664,0.151330765,-0.744259615,0.52980751,0.121754746,-1.006353512,-0.692647963,0.571950298,-0.916527688,0.839970988,-0.823233524,0.422816025,1.008600172,0.77815125,1.252853031
SS1328,0.680129883,1.926609075,-0.50117226,-1.558152882,2,2,-0.218555952,-0.576039336,0.263205664,-0.530609147,-0.25865002,0.292066234,0.121754746,-1.006353512,-0.602747191,0.571950298,-0.916527688,1.029638111,-1.633659812,0.702628184,0.681241237,1.84509804,1.426511261
SS1330,-1.103168207,1.926609075,-0.50117226,-1.558152882,2,2,-0.218555952,-0.576039336,2.121634921,1.555720243,-1.251234317,1.209858397,-0.018628037,-0.881742997,-0.602365041,0.688263985,-0.884394583,1.030382447,-1.661585214,0.704157623,1.190331698,0.176091259,0.924279286
SS1331,-0.949214415,1.926609075,-0.50117226,-1.558152882,2,2,-0.218555952,-0.576039336,2.121634921,1.354837958,-1.19701078,1.133918594,-0.018628037,-0.881742997,-0.588416568,0.688263985,-0.884394583,1.05722531,-1.805360729,0.755548368,1.068185862,0.423245874,0.86923172
SS1332,-0.378302437,1.926609075,-0.50117226,-1.558152882,2,2,-0.218555952,-0.576039336,2.121634921,0.716323112,-0.976818588,0.888334479,-0.018628037,-0.881742997,-0.555933823,0.688263985,-0.884394583,1.117379499,-2.165633976,0.88500978,0.991226076,0.653212514,1.230448921
SS1334,-0.936384932,1.926609075,-0.50117226,-1.558152882,2,2,-0.218555952,-0.576039336,2.657065593,1.448660793,-1.218693546,1.18840889,-0.034261364,-0.867866103,-0.560328547,0.701735982,-0.880672776,1.10942689,-2.115560009,0.866231377,1.079181246,0.342422681,0.908485019
SS1335,-0.307740282,1.926609075,-0.50117226,-1.558152882,2,2,-0.218555952,-0.576039336,2.657065593,0.715683793,-0.972707925,0.902229765,-0.034261364,-0.867866103,-0.536635251,0.701735982,-0.880672776,1.151643195,-2.399820719,0.969302546,0.995635195,0.612783857,1.320146286
SS1337,-0.314155023,1.926609075,-0.50117226,-1.558152882,2,2,-0.218555952,-0.576039336,0.242955685,0.186716083,-0.515460997,0.44981262,-0.557772199,0.185004065,-0.690259526,0.062210277,1.097456765,0.845417347,-1.335688774,0.429053916,0.875061263,1.161368002,1.641474111
SS1509,0.038014276,-0.45846916,1.101302032,1.106032015,1,3,0.754153633,0.627556623,0.242955685,0.443364971,-0.540613152,-0.327996141,-0.557772199,0.185004065,0.197000189,0.062210277,1.097456765,-1.146750299,-0.342079043,-0.919906199,0.972202838,1.58546073,1.357934847
SS1510,-0.420639729,-0.45846916,1.101302032,1.106032015,1,3,0.754153633,0.627556623,0.242955685,0.620643536,-0.640074075,-0.239192526,-0.557772199,0.185004065,-0.093370074,0.062210277,1.097456765,-0.884552364,-0.150050909,-1.090757805,0.975891136,1.53529412,1.371067862
SS1511,-0.787562933,-0.45846916,1.101302032,1.106032015,1,3,0.754153633,0.627556623,0.242955685,0.764651589,-0.715347559,-0.159169727,-0.557772199,0.185004065,-0.383740337,0.062210277,1.097456765,-0.594410765,0.029420718,-1.259338688,1.041392685,1.149219113,1.301029996
SS1515,-0.420639729,-0.45846916,1.101302032,1.106032015,1,3,0.754153633,0.627556623,0.242955685,0.490270438,0.230816596,-1.192246964,0.786698425,0.140640728,-0.093370074,-0.825103437,-0.089448855,-0.884552364,0.052547898,-1.090757805,0.968015714,2.082426301,1.307496038
SS1516,-0.787562933,-0.45846916,1.101302032,1.106032015,1,3,0.754153633,0.627556623,0.242955685,0.628428116,0.190031488,-1.094131578,0.786698425,0.140640728,-0.383740337,-0.825103437,-0.089448855,-0.594410765,0.259070101,-1.259338688,1.008600172,2.113943352,1.212187604
SS1517,-1.336664791,-0.45846916,1.101302032,1.106032015,1,3,0.754153633,0.627556623,0.242955685,0.844874529,0.130438633,-0.882848355,0.786698425,0.140640728,-0.964480862,-0.825103437,-0.089448855,0.099121574,0.650832416,-1.615857304,1.081347308,2.157456768,1.281033367
SS1339,0.687827573,-0.45846916,0.827342413,1.106032015,1,3,0.754153633,0.627556623,-0.699792708,-0.635022415,0.508402226,-0.028616999,-0.360023101,0.004447753,-0.092488099,-0.097645705,0.952921356,-0.435213849,0.008684665,-0.584534634,0.62324929,1.550228353,1.255272505
SS415,0.205439025,-0.45846916,0.827342413,1.106032015,1,3,0.754153633,0.627556623,-0.699792708,-0.469346611,0.254164316,-0.01359893,-0.360023101,0.004447753,-0.334610314,-0.097645705,0.952921356,-0.239276192,0.175156528,-0.837666687,0.653212514,1.40654018,1.265760917
SS1340,-0.194840834,-0.45846916,0.827342413,1.106032015,1,3,0.754153633,0.627556623,-0.699792708,-0.334601966,0.058484102,-0.023468698,-0.360023101,0.004447753,-0.576732529,-0.097645705,0.952921356,-0.028149282,0.326033133,-1.079914167,0.72427587,1.354108439,1.173186268
SS1344,0.929021847,-0.45846916,0.827342413,1.106032015,1,3,0.754153633,0.627556623,-0.904926684,-0.94888788,1.233389071,-0.456656458,0.925136167,0.676394395,-0.092488099,-0.834294412,-1.013315389,-0.435213849,0.582737267,-0.584495653,0.51851394,1.740362689,1.515873844
SS416,0.436369713,-0.45846916,0.827342413,1.106032015,1,3,0.754153633,0.627556623,-0.904926684,-0.806786355,0.984881589,-0.463818142,0.925136167,0.676394395,-0.334610314,-0.834294412,-1.013315389,-0.239276192,0.850696335,-0.837820749,0.575187845,1.602059991,1.489958479
SS1345,0.020053,-0.45846916,0.827342413,1.106032015,1,3,0.754153633,0.627556623,-0.904926684,-0.690506739,0.788566747,-0.497826523,0.925136167,0.676394395,-0.576732529,-0.834294412,-1.013315389,-0.028149282,1.09117955,-1.079906943,0.653212514,1.326335861,1.471291711
SS1346,-0.654777788,-0.45846916,0.827342413,0.884251738,1,3,0.754153633,0.627556623,-0.904926684,-0.504352355,0.481879935,-0.670320127,0.925136167,0.676394395,-1.060976958,-0.834294412,-1.013315389,0.45059377,1.523723907,-1.557977578,0.740362689,1.292256071,1.33243846
SS417,0.981622726,-0.45846916,0.827342413,1.106032015,1,3,0.754153633,0.627556623,0.242955685,0.067994764,-0.010114618,0.021347083,-0.557772199,0.185004065,2.235125535,0.062210277,1.097456765,-1.626314063,-0.829262633,1.034995198,0.653212514,1.346352974,1.630427875
SS418,1.623096859,-0.45846916,0.827342413,1.106032015,1,3,0.754153633,0.627556623,0.242955685,-0.210978884,0.263621173,-0.10513765,-0.557772199,0.185004065,2.477742428,0.062210277,1.097456765,-1.758769623,-0.986626427,1.23109712,0.62838893,1.64738297,1.600972896
SS1350,-0.301325541,-0.45846916,0.827342413,1.106032015,1,3,0.754153633,0.627556623,0.242955685,0.482874929,0.461100221,-0.293176715,0.786698425,0.140640728,1.476170125,-0.825103437,-0.089448855,-1.164753397,-0.239842807,0.550073794,0.829303773,1.593286067,1.334453751
SS420,1.623096859,-0.45846916,0.827342413,1.106032015,1,3,0.754153633,0.627556623,0.242955685,-0.34114672,0.742550496,-0.496119253,0.833986817,0.875190244,2.477742428,-0.651872689,-1.206811019,-1.758769623,-0.637238497,1.23109712,0.537819095,1.649334859,1.477121255
SS1356,1.353036249,-0.45846916,0.827342413,1.214866817,1,3,0.754153633,0.627556623,-0.904926684,-0.848041063,1.176748543,-0.612970451,0.925136167,0.676394395,1.669050058,-0.834294412,-1.013315389,-1.133742764,0.795218895,1.004649044,0.352182518,2.944482672,1.698970004
SS1357,0.879628339,-0.45846916,0.827342413,1.214866817,1,3,0.754153633,0.627556623,-0.904926684,-0.725451093,1.015128974,-0.549137359,0.925136167,0.676394395,1.381844617,-0.834294412,-1.013315389,-0.96272264,0.910090392,0.778809786,0.397940009,2.283301229,1.71432976
SS1358,1.387675852,-0.45846916,0.827342413,1.214866817,1,3,0.754153633,0.627556623,-0.904926684,-0.837194843,1.231000279,-0.565733024,0.925136167,0.676394395,1.673155632,-0.834294412,-1.013315389,-1.191793805,0.718464093,0.940827571,0.352182518,2.662757832,1.536558443
SS1361,1.421673981,-0.45846916,0.827342413,1.214866817,1,3,0.754153633,0.627556623,-0.904926684,-0.826465262,1.284675039,-0.521414576,0.925136167,0.676394395,1.675002475,-0.834294412,-1.013315389,-1.248633819,0.644717424,0.879710782,0.301029996,2.812913357,1.602059991
TSS4,1.379336688,-0.45846916,-0.50117226,-0.446447718,2,2,-1.236621747,0.308492083,-0.699792708,-0.89887094,0.836772387,-0.884773017,-3.639946865,2.3328226,0.034878353,-1.197146384,-1.406136978,-0.642781784,0.192902763,0.08901622,0.72427587,1.8874485,1.492760389
TSS13,0.666017452,-0.45846916,-0.039636162,-0.577990997,2,2,0.754153633,0.627556623,-0.699792708,-0.672609182,0.459547574,-0.023810832,-0.360023101,0.004447753,0.660688119,-0.097645705,0.952921356,-0.39961742,0.697667488,0.434874564,0.840733235,2.207634367,1.46686762
TSS25,-0.58678153,1.926609075,-0.039636162,-0.577990997,2,2,0.551581093,-0.612556762,0.242955685,0.189868911,0.153500619,0.079672913,0.833986817,0.875190244,0.17771706,-0.651872689,-1.206811019,-0.174682886,0.287151634,0.569582111,0.918030337,0.810904281,1.62324929
TSS26,-0.464901445,1.926609075,-0.039636162,-0.577990997,2,2,0.551581093,-0.612556762,0.242955685,0.103862843,0.193790708,0.042658353,0.833986817,0.875190244,0.194281321,-0.651872689,-1.206811019,-0.193521597,0.207951037,0.625249702,0.838849091,0.845718018,1.583198774
TSS27,-0.348794626,1.926609075,-0.039636162,-0.577990997,2,2,0.551581093,-0.612556762,0.242955685,0.023666691,0.233747327,0.008597957,0.833986817,0.875190244,0.207358368,-0.651872689,-1.206811019,-0.208302802,0.135715537,0.676101866,0.870988814,0.773054693,1.607455023
